Sample_ID	CRT_diag_norm	IRT_diag_norm	RBT_diag_norm	WCT_diag_norm	YCT_diag_norm	CRT_admix	IRT_admix	RBT_admix	WCT_admix	YCT_admix	CRT_ELAI	IRT_ELAI	RBT_ELAI	WCT_ELAI	YCT_ELAI	Mitochondria	RBT_Chr05_norm	WCT_Chr05_norm	YCT_Chr05_norm	RBT_Chr05_1	WCT_Chr05_1	YCT_Chr05_1	RBT_Chr05_2	WCT_Chr05_2	YCT_Chr05_2	Inv1_RBT_RR	Inv2_RBT_RR	RBT_Chr17	WCT_Chr17	YCT_Chr17	RBT_Chr20_norm	WCT_Chr20_norm	YCT_Chr20_norm	RBT_Chr22_norm	WCT_Chr22_norm	YCT_Chr22_norm	RBT_Chr29_norm	WCT_Chr29_norm	YCT_Chr29_norm
GraniteBL_19_11	0.0297	0.9610	0.9907	0.0089	0.0004	0.049214	0.948087	0.997301	0.002689	0.00001	0.030668944	0.961426685	0.992095629	0.007904371	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_12	0.1067	0.8853	0.9920	0.0073	0.0007	0.124056	0.873651	0.997707	0.002283	0.00001	0.097674402	0.895382007	0.993056409	0.006943591	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.99	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_13	0.1923	0.7987	0.9910	0.0085	0.0006	0.159176	0.834476	0.993652	0.006339	0.00001	0.13862921	0.851221328	0.989850538	0.010051595	9.79E-05	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_14	0.0688	0.9134	0.9822	0.0174	0.0004	0.090189	0.900326	0.990515	0.009475	0.00001	0.061326002	0.920696526	0.982022528	0.017977472	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_15	0.0395	0.9468	0.9864	0.0129	0.0008	0.07644	0.915782	0.992222	0.007768	0.00001	0.061533599	0.924602419	0.986136018	0.013863982	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.99	0.94	0.06	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_16	0.0195	0.9716	0.9911	0.0086	0.0003	0.01128	0.984521	0.995801	0.004189	0.00001	0.005577398	9.85E-01	0.990577251	0.009422749	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_17	0.0298	0.9605	0.9904	0.0093	0.0004	0.056179	0.938709	0.994888	0.005102	0.00001	0.03795211	0.952651182	0.990603292	0.009396708	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.99	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_18	0.0653	0.9231	0.9883	0.0111	0.0006	0.031829	0.964569	0.996398	0.003592	0.00001	0.021673998	0.968671116	0.990345114	0.009654886	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_19	0.0101	0.9751	0.9852	0.0142	0.0005	0.05611	0.934876	0.990986	0.009003	0.00001	0.044894457	0.939517098	0.984411555	0.015588445	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_20	0.0489	0.9383	0.9872	0.0122	0.0007	0.053775	0.938014	0.991789	0.008201	0.00001	0.043027214	0.944919322	0.987946536	0.012053464	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_21	0.0743	0.9108	0.9852	0.0144	0.0004	0.030046	0.960842	0.990888	0.009101	0.00001	0.016174432	0.96683165	0.983006082	0.016993918	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_22	0.0657	0.9163	0.9820	0.0176	0.0004	0.034747	0.952914	0.987661	0.012329	0.00001	0.024158594	0.957979897	0.982138491	0.017861509	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_23	0.0574	0.9298	0.9872	0.0125	0.0003	0.038329	0.954123	0.992452	0.007537	0.00001	0.028540726	0.956761828	0.985302553	0.014697447	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_24	0.0294	0.9581	0.9875	0.0119	0.0006	0.017447	0.973549	0.990996	0.008994	0.00001	0.010721655	0.97169099	0.982412645	0.017587355	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_25	0.0097	0.9774	0.9872	0.0126	0.0002	0.004215	0.987552	0.991767	0.008224	0.00001	0.003446225	0.978504181	0.981950405	0.018049595	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_26	0.0473	0.9408	0.9881	0.0117	0.0002	0.003926	0.989907	0.993833	0.006157	0.00001	0.004087358	0.981742778	0.985830136	0.014169864	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_27	0.0292	0.9572	0.9863	0.0134	0.0003	0.025127	0.967045	0.992172	0.007818	0.00001	0.019063543	0.963933593	0.982997136	0.017002864	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_28	0.0289	0.9578	0.9867	0.0128	0.0005	0.003405	0.989646	0.993051	0.006939	0.00001	0.003251399	0.98387874	0.987130139	0.012869861	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteBL_19_30	0.0289	0.9630	0.9919	0.0077	0.0004	0.005962	0.991563	0.997525	0.002465	0.00001	0.003976579	0.986572712	0.990549291	0.009450709	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_01	0.0290	0.9590	0.9880	0.0114	0.0006	0.006991	0.98776	0.994751	0.005239	0.00001	0.005952547	0.97924565	0.985198197	0.014801803	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_02	0.0290	0.9600	0.9890	0.0105	0.0005	0.00531	0.988735	0.994045	0.005945	0.00001	0.003259318	0.985412253	0.988671571	0.011328429	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_03	0.0100	0.9732	0.9832	0.0165	0.0003	0.013845	0.974966	0.988811	0.011179	0.00001	0.006380534	0.977214331	0.983594865	0.016405135	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_04	0.0000	0.9873	0.9873	0.0121	0.0006	0.001524	0.99157	0.993094	0.006895	0.00001	0.002419828	0.985422428	0.987842256	0.012157744	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.97	0.03	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_05	0.0098	0.9788	0.9887	0.0109	0.0004	0.009396	0.982823	0.992219	0.007771	0.00001	0.007471794	0.980931705	0.9884035	0.0115965	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_06	0.0000	0.9870	0.9870	0.0128	0.0002	0.000012	0.994602	0.994614	0.005376	0.00001	0.002351901	0.985140513	0.987492414	0.012507586	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_07	0.0000	0.9874	0.9874	0.0121	0.0004	0.001969	0.988435	0.990404	0.009586	0.00001	0.001390271	0.981967454	0.983357725	0.016642275	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_08	0.0000	0.9843	0.9843	0.0155	0.0003	0.008348	0.983352	0.9917	0.00829	0.00001	0.003496261	0.979723385	0.983219646	0.016780354	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_09	0.0097	0.9768	0.9865	0.0132	0.0003	0.007922	0.983848	0.99177	0.00822	0.00001	0.006511429	0.978532047	0.985043477	0.014956523	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_10	0.0376	0.9547	0.9924	0.0074	0.0002	0.004548	0.992774	0.997322	0.002668	0.00001	0.003504114	0.98800751	0.991511624	0.008488376	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_11	0.0289	0.9617	0.9905	0.0092	0.0002	0.006263	0.986901	0.993164	0.006826	0.00001	0.001767988	0.986665513	0.988433501	0.011566499	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_12	0.0298	0.9619	0.9916	0.0080	0.0004	0.006167	0.989829	0.995996	0.003994	0.00001	0.005351294	0.987248154	0.992599448	0.007400552	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_13	0.0000	0.9903	0.9903	0.0092	0.0005	0.004108	0.991003	0.995111	0.004878	0.00001	0.002320681	0.98715111	0.989471791	0.010528209	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_14	0.0102	0.9769	0.9871	0.0126	0.0003	0.010329	0.982262	0.992591	0.007399	0.00001	0.007803676	0.976876644	0.984680321	0.015319679	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_15	0.0378	0.9500	0.9877	0.0119	0.0003	0.00258	0.989335	0.991915	0.008074	0.00001	0.003525077	0.984049081	0.987574157	0.012425843	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_16	0.0000	0.9889	0.9889	0.0107	0.0003	0.006388	0.986957	0.993345	0.006645	0.00001	0.004194417	0.981268525	0.985462942	0.014537058	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_17	0.0377	0.9498	0.9876	0.0121	0.0003	0.001023	0.993557	0.99458	0.005409	0.00001	0.004736805	0.98604533	0.990782135	0.009217865	0.00E+00	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_18	0.0386	0.9520	0.9906	0.0089	0.0005	0.005028	0.98957	0.994598	0.005392	0.00001	0.004447456	0.9845111	0.988958556	0.011041444	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_19	0.0379	0.9496	0.9875	0.0124	0.0001	0.003278	0.988304	0.991582	0.008408	0.00001	0.004080223	0.981349828	0.985430052	0.014569948	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_20	0.0000	0.9879	0.9879	0.0118	0.0003	0.006233	0.98638	0.992613	0.007378	0.00001	0.005452552	0.982249828	0.987702381	0.012297619	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_21	0.0099	0.9771	0.9871	0.0125	0.0004	0.006811	0.985149	0.99196	0.008031	0.00001	0.004442881	0.979538892	0.983981773	0.016018227	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_22	0.0289	0.9618	0.9907	0.0090	0.0003	0.005168	0.991451	0.996619	0.003371	0.00001	0.003523019	0.988237941	0.99176096	0.00823904	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_23	0.0233	0.9645	0.9878	0.0117	0.0004	0.004751	0.990397	0.995148	0.004842	0.00001	0.005403232	0.978423715	0.983826947	0.016173053	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_24	0.0101	0.9816	0.9917	0.0081	0.0001	0.00311	0.992595	0.995705	0.004286	0.00001	0.003189345	0.987271848	0.990461193	0.00953794	8.67E-07	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_25	0.0636	0.9232	0.9868	0.0127	0.0004	0.006892	0.985718	0.99261	0.007381	0.00001	0.004257713	0.979695397	0.98395311	0.01604689	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_26	0.0289	0.9586	0.9876	0.0122	0.0003	0.011069	0.979266	0.990335	0.009655	0.00001	0.009123748	0.977004585	0.986128332	0.013871668	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_27	0.0295	0.9618	0.9914	0.0083	0.0003	0.007206	0.988896	0.996102	0.003888	0.00001	0.004469376	0.984698422	0.989167797	0.010832203	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_28	0.0000	0.9865	0.9865	0.0132	0.0003	0.006823	0.984778	0.991601	0.008389	0.00001	0.006173893	0.979609328	0.98578322	0.01421678	0	WCT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_29	0.0098	0.9755	0.9853	0.0145	0.0002	0.001572	0.987624	0.989196	0.010794	0.00001	0.002221466	0.982924911	0.985146377	0.014853623	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
GraniteAB_19_30	0.0646	0.9252	0.9898	0.0096	0.0006	0.010553	0.984335	0.994888	0.005102	0.00001	0.004713199	0.982160872	0.986874071	0.013125929	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_01	0.0428	0.9416	0.9845	0.0153	0.0003	0.061979	0.925946	0.987925	0.012065	0.00001	0.050108099	0.932051806	0.982159905	0.017840095	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_02	0.0925	0.8911	0.9835	0.0161	0.0004	0.081067	0.906755	0.987822	0.012168	0.00001	0.064108164	0.913582926	0.97769109	0.022149931	0.000158979	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_03	0.1241	0.8520	0.9761	0.0237	0.0001	0.074131	0.903218	0.977349	0.022642	0.00001	0.055994146	0.908262439	0.964256585	0.035721384	2.20E-05	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_04	0.0415	0.9296	0.9711	0.0285	0.0004	0.044515	0.927671	0.972186	0.027803	0.00001	0.034620991	0.925227217	0.959848208	0.040151792	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_05	0.0415	0.9400	0.9815	0.0179	0.0006	0.045949	0.938216	0.984165	0.015824	0.00001	0.032402283	0.944129757	0.976532041	0.023203382	0.000264577	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_06	0.0104	0.9425	0.9530	0.0466	0.0004	0.037482	0.91492	0.952402	0.047588	0.00001	0.034638537	0.907475783	0.94211432	0.057759427	0.000126253	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.99	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_07	0.0305	0.9585	0.9890	0.0107	0.0003	0.072254	0.920859	0.993113	0.006877	0.00001	0.055927633	0.927589016	0.983516648	0.016483352	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_08	0.1797	0.8027	0.9824	0.0171	0.0004	0.195945	0.786807	0.982752	0.017238	0.00001	0.164837343	0.810298111	0.975135454	0.024864546	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_09	0.0728	0.9032	0.9761	0.0233	0.0006	0.156777	0.823761	0.980538	0.019452	0.00001	0.140769878	0.832283378	0.973053256	0.026946744	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_10	0.0862	0.8947	0.9809	0.0184	0.0007	0.074892	0.912088	0.98698	0.01301	0.00001	0.058208823	0.921329895	0.979538718	0.020461282	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_11	0.0423	0.9443	0.9866	0.0132	0.0002	0.030842	0.959196	0.990038	0.009952	0.00001	0.032686295	0.951393515	0.984079811	0.015920189	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_12	0.0478	0.9158	0.9636	0.0361	0.0003	0.048043	0.916753	0.964796	0.035195	0.00001	0.031209378	0.93181776	0.963027137	0.036972863	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_13	0.1155	0.8714	0.9869	0.0121	0.0010	0.083339	0.9077	0.991039	0.008952	0.00001	0.067999188	0.916687817	0.984687005	0.014739423	0.000573572	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_14	0.0664	0.9142	0.9806	0.0192	0.0003	0.052086	0.932816	0.984902	0.015089	0.00001	0.035502975	0.944577632	0.980080607	0.019919393	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_15	0.0293	0.9481	0.9775	0.0224	0.0001	0.011332	0.971086	0.982418	0.017572	0.00001	0.010427308	0.962363293	0.972790602	0.027209398	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_16	0.1372	0.8390	0.9763	0.0234	0.0003	0.071238	0.905247	0.976485	0.023505	0.00001	0.05310824	0.914684254	0.967792494	0.032207506	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_17	0.0503	0.9219	0.9722	0.0273	0.0005	0.051979	0.921149	0.973128	0.026862	0.00001	0.041810414	0.922345744	0.964156158	0.035843842	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_18	0.0487	0.9381	0.9868	0.0129	0.0003	0.049938	0.939903	0.989841	0.01015	0.00001	0.036482657	0.945157684	0.981640341	0.018359659	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_20	0.0927	0.8736	0.9663	0.0333	0.0003	0.055934	0.914435	0.970369	0.029621	0.00001	0.037592985	0.922933424	0.960526409	0.039473591	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_21	0.0429	0.9357	0.9786	0.0212	0.0002	0.049333	0.932253	0.981586	0.018403	0.00001	0.034195695	0.9373556	0.971551295	0.02844713	1.57E-06	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_22	0.0979	0.8790	0.9769	0.0229	0.0002	0.065832	0.911054	0.976886	0.023104	0.00001	0.051000296	0.912185623	0.963185919	0.036814081	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_25	0.1277	0.8523	0.9800	0.0198	0.0002	0.086445	0.895915	0.98236	0.01763	0.00001	0.06492707	0.909151554	0.974078624	0.025921376	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_26	0.0302	0.9568	0.9870	0.0128	0.0003	0.054934	0.935183	0.990117	0.009873	0.00001	0.043795386	0.941517074	0.985312459	0.014687541	0	NA	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_27	0.0804	0.8952	0.9756	0.0240	0.0004	0.077882	0.900729	0.978611	0.02138	0.00001	0.050307179	0.918320903	0.968628082	0.031371918	0	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
SnowSlo_21_28	0.0498	0.9291	0.9789	0.0208	0.0003	0.056315	0.924063	0.980378	0.019612	0.00001	0.043426333	0.927224847	0.97065118	0.029246551	0.000102269	RBT	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
